time,x,y,z
1582894069,0,0,0
1582894090,-0.4937732944585682,0.5010218564465039,58.61297607421875
1582894092,-10.617238009024634,20.91505993433021,59.0234375
1582894092,-12.135665486735679,24.163372703809785,59.32403564453125
1582894092,-13.972584169229915,27.3760457751852,59.81536865234375
1582894093,-15.722819073618924,30.73988661812169,60.20904541015625
1582894093,-17.693781548091437,33.98990992691201,60.537109375
1582894093,-23.44453311675316,44.690878676770375,59.1729736328125
1582894094,-25.71525991721832,49.37231243161572,57.25494384765625
1582894094,-27.554875895751984,53.86004234361049,54.51904296875
1582894094,-29.300547456358963,57.77371021996574,51.36199951171875
1582894094,-30.782954583811247,61.43513055414,49.6148681640625
1582894094,-32.02762146527189,64.43331701981933,48.40484619140625
1582894095,-33.11783480822328,67.85678928924779,47.4298095703125
1582894095,-34.569144431784856,71.30067337185561,47.75177001953125
1582894095,-35.4404738279601,74.44618120383767,50.29083251953125
1582894095,-35.94406148001281,76.93443107755732,55.97015380859375
1582894096,-36.28829517162344,79.04550866884169,61.55029296875
1582894096,-36.98765638636685,81.68008233580862,64.7149658203125
1582894096,-37.9322253528675,84.31922554650266,66.35528564453125
1582894096,-41.88240898441449,94.1082590904065,65.8868408203125
1582894097,-44.95499458382853,101.73029963519745,66.3690185546875
1582894097,-48.60366280888661,109.39352219509479,66.732177734375
1582894098,-52.04556236060223,117.18337987352885,66.28662109375
1582894098,-54.8353482939345,123.48182647434146,65.74798583984375
1582894099,-55.591309097353076,126.24526557422382,65.1483154296875
1582894099,-56.30100876580347,123.38226899028331,67.20367431640625
1582894099,-56.838811162979596,121.23911731059302,67.88421630859375
1582894100,-58.56553598828807,114.97276103603637,69.02862548828125
1582894100,-61.37523658527499,107.74997253169684,69.95330810546875
1582894100,-63.12235667721602,103.97102755541968,70.8062744140625
1582894100,-64.83967973626048,100.49823304471262,71.30828857421875
1582894101,-66.9164788517388,96.86605627123981,71.846923828125
1582894101,-68.8380698074287,93.76080252995948,72.22381591796875
1582894101,-72.09121210204344,88.15322840584705,69.56268310546875
1582894101,-73.67748218265595,85.69348384370826,64.32586669921875
1582894102,-75.06814740068147,83.20816485073246,59.02801513671875
1582894102,-76.2676481881189,81.14978336849252,56.0693359375
1582894102,-77.68773296737311,78.96452572155961,55.23162841796875
1582894102,-79.10375446423966,76.83133071622346,54.9249267578125
1582894102,-80.99929716337348,74.30021024279685,55.3216552734375
1582894103,-82.86192910428127,72.0271790239488,55.68023681640625
1582894103,-88.87228669833124,67.4367807877163,55.12481689453125
1582894104,-93.65917625427964,66.89249719849802,55.7000732421875
