time,x,y,z
1582879643,0,0,0
1582879654,-0.875967639670714,6.029221685131194,58.900774121284485
1582879654,-2.241876147919508,10.87710682017732,59.57980811595917
1582879654,-3.940722857122613,16.04411186552559,60.61594843864441
1582879655,-5.967283181334045,21.331326929537553,61.40873193740845
1582879655,-8.954689918182158,29.35423163370182,62.103352546691895
1582879656,-12.011886000230804,37.15650388416798,61.590172946453094
1582879656,-14.166550354392328,42.781774474166475,60.847434997558594
1582879657,-17.33372171334344,49.53582936943,59.69773888587952
1582879658,-27.412570725400208,71.88163279796787,59.12108778953552
1582879659,-31.444652491478056,82.30929417682478,59.84423518180847
1582879659,-32.892667558632105,85.77698375541118,60.419676303863525
1582879659,-36.500790387981056,94.54373231634194,61.15780234336853
1582879661,-44.112281774714,109.3434536733781,60.58847814798355
1582879661,-45.77810160891019,111.98187118763342,59.919094145298004
1582879661,-49.19018493661251,117.50183590458519,59.27349537611008
1582879662,-53.58951513808462,123.76930295267006,58.67779165506363
1582879663,-54.24972672597338,110.60166567082281,59.43210631608963
1582879664,-58.54444656890455,98.85827366178616,60.07217675447464
1582879664,-62.05618368160941,91.56390312335992,59.333928525447845
1582879664,-64.20314872218367,88.41549811305461,58.76268059015274
1582879665,-68.78978701374376,83.51190838820906,58.14852774143219
1582879665,-74.30445173999158,81.54272877407962,57.44425266981125
1582879666,-87.4599808475705,83.10865114897531,58.42398315668106
1582879667,-92.67618879794698,82.59749112735828,59.21318143606186
1582879667,-95.50142045161893,81.85208859558863,59.86090064048767
1582879668,-107.38924951279022,78.47420543385034,58.98289144039154
1582879669,-120.67651188686311,71.46097339917779,59.54010397195816
1582879670,-122.42647399503132,67.95586068058022,60.288113951683044
1582879670,-124.01749869305037,63.83822465906868,61.3703852891922
1582879671,-131.5862472579199,59.38470698847147,60.406983494758606
1582879672,-145.52579126283743,63.68391181582707,60.984473526477814
1582879673,-161.3135183861494,71.210115890518,60.068436563014984
1582879674,-165.25904966365093,73.5208420162406,59.41222071647644
1582879676,-190.6353791494286,83.77121161070768,60.34790188074112
1582879677,-197.35558104265925,87.78166017926087,61.17421597242355
1582879677,-198.6819052184266,89.00057063514969,61.8746942281723
1582879678,-195.2305634914571,104.76471594914086,62.517515420913696
1582879679,-193.17061453063494,111.26913697754195,61.98347717523575
1582879679,-191.82454456061123,117.19113579430707,62.642808854579926
1582879680,-198.37767500033144,123.71787330072358,61.87361091375351
1582879682,-210.57560494359524,120.19379660365409,62.97839939594269
1582879683,-209.2003848092698,119.47963020638937,65.30628859996796
1582879685,-208.16999766121523,118.36269369497498,63.08718383312225
1582879685,-207.5751884848254,117.23409973753391,65.37244975566864
1582879686,-209.32869113504324,116.2106212267661,64.70525473356247
1582879687,-210.07518998745704,117.46933576654233,65.30555993318558
1582879689,-182.24060426192383,119.16132337456233,64.58348989486694
1582879689,-173.58178482047055,118.63042724380853,64.02721613645554
1582879691,-144.02395274989703,116.08374638741866,64.63876128196716
1582879696,-125.10411067970456,114.65065570472592,64.05738949775696
1582879698,-92.70501086981652,89.10299738577604,64.56170439720154
1582879698,-85.77221261013928,83.78373302528765,65.12697249650955
1582879699,-65.80036775621657,66.7025853750155,65.64107149839401
1582879700,-52.953905192692496,55.75172352688881,66.15594834089279
1582879702,-25.13833553031409,34.59708226595464,65.58102875947952
1582879702,-22.26956230145792,32.005151530042724,64.73933070898056
1582879703,-14.915238961914568,23.98657903469274,65.27419745922089
1582879704,-9.893726808320299,17.584512082395833,65.97706288099289
1582879704,-7.228402786739468,14.467627961149136,66.793712079525
1582879706,0.49416013618617305,4.159776954486733,65.83491176366806
1582879708,1.8438477439016878,9.450442302034125,65.1592156291008
1582879708,2.6172987473269584,10.21073179170347,64.59629446268082
1582879711,1.8937877946337485,11.277257202314411,63.699107468128204
1582879712,-0.4917656149745283,10.680268633570435,62.26098895072937
1582879713,-1.81285727860743,9.502493654184107,61.74139887094498
