time,x,y,z
1582894283,0,0,0
1582894298,-0.6567282182755355,0.6318958533041726,58.46038818359375
1582894299,-1.326821998710094,2.0823063135915825,58.78082275390625
1582894299,-2.592191651446824,6.581919820954774,59.2645263671875
1582894299,-3.1285652870876546,9.455694085942488,59.755859375
1582894299,-3.6069087793627523,12.768377202311628,60.3265380859375
1582894300,-4.04307065707904,16.156155443533404,61.04217529296875
1582894300,-4.530076348614628,19.56381178413812,61.50146484375
1582894300,-5.15147777304143,23.13464864686532,62.0233154296875
1582894300,-5.890802004895782,26.755252543384984,62.46734619140625
1582894301,-7.88260581867727,34.263760646891456,63.009033203125
1582894301,-9.941776126562491,42.07409916464717,62.6824951171875
1582894301,-11.15719714041095,46.076468762580454,62.11334228515625
1582894301,-12.55765622028972,51.217249792718825,60.9307861328125
1582894302,-14.446269145223212,56.401610109692875,58.53668212890625
1582894302,-16.376652156323097,61.052781326990775,56.4324951171875
1582894302,-18.2426221558345,64.40974522048063,54.81658935546875
1582894302,-20.015185410622834,67.70015003189535,53.56842041015625
1582894302,-21.691100578522374,71.40923661959711,52.73223876953125
1582894303,-23.62729319994118,75.14974379284637,52.10662841796875
1582894303,-31.72655134518243,88.01784902751217,53.33038330078125
1582894304,-33.94929905725956,91.4227135360813,53.994140625
1582894304,-36.08231243794508,94.56609303829428,54.635009765625
1582894304,-40.60150957184718,101.37752713013322,55.1812744140625
1582894305,-47.770775285394606,111.23921542701049,54.7357177734375
1582894305,-52.53127582186325,116.98367215940574,55.47576904296875
1582894306,-53.12201390610757,117.53042012038803,55.02716064453125
1582894307,-62.172221586754276,117.12097574544394,55.79925537109375
1582894307,-71.1439918277772,114.2387996176313,55.1385498046875
1582894307,-74.38083139474003,113.05489480095478,54.78912353515625
1582894308,-77.77832478895981,111.83488629691554,55.2117919921875
1582894308,-83.39118475091148,110.07496856966112,55.96710205078125
1582894308,-88.71165759587262,107.8475800210225,56.8048095703125
1582894309,-91.37250100082267,107.15212437227429,57.27020263671875
1582894309,-96.14712070057757,104.80291352647609,56.710205078125
1582894310,-100.44715857359905,102.2901390727794,57.06573486328125
1582894310,-103.73439380183926,99.37406834530226,57.84393310546875
1582894310,-104.90282812097105,97.70387648778312,58.211669921875
1582894310,-105.3912065283414,95.70039952040268,58.72589111328125
1582894310,-105.81772244527808,93.32104394105474,59.127197265625
1582894311,-106.22680624617524,88.28105923529714,59.52392578125
1582894311,-105.74223274168963,86.09282213691661,59.16839599609375
1582894312,-106.54084282988393,78.55351245719449,59.59716796875
1582894312,-107.99289506753715,75.25552466159931,59.90692138671875
1582894313,-116.76066247691901,72.97572789552709,60.29754638671875
1582894314,-126.7555785039279,72.54217434359994,58.9959716796875
1582894314,-130.69870755876252,71.64319558538828,60.872802734375
1582894315,-134.1402070274677,69.04094837226401,60.21209716796875
1582894315,-135.7270491385612,67.94318154249878,60.57373046875
1582894315,-136.77342803118577,66.49709948817915,59.896240234375
1582894315,-137.542774738124,65.12148490550977,58.9715576171875
1582894316,-138.26387293173647,64.79600587918067,58.260498046875
1582894317,-145.81944692583002,65.23536095560947,57.320556640625
1582894317,-151.89662810695143,67.0207693438052,58.5565185546875
1582894317,-154.5416944356186,68.1010546355212,57.711181640625
1582894317,-160.24208300537816,71.0638595076538,57.1099853515625
1582894318,-165.57622107157576,74.6476723556302,56.25244140625
1582894319,-174.3568855337756,87.27589209474576,55.46966552734375
1582894319,-175.04365695274896,90.00111437487581,56.05865478515625
1582894320,-176.69429604471472,101.6815430279556,57.0733642578125
1582894320,-177.23014479334034,104.41516773115708,57.41973876953125
1582894320,-177.99323666334553,107.35559986955148,57.85614013671875
1582894320,-178.9194706618926,109.32964844108167,58.34136962890625
1582894321,-179.9786742784376,111.08165618627069,58.9471435546875
1582894321,-183.21924601720465,113.18094215349998,60.23193359375
1582894321,-185.11959752165802,113.67259744972057,60.59967041015625
1582894323,-203.6739298185116,113.21068363590624,62.16827392578125
1582894323,-209.39607993505564,114.54735855911686,61.593017578125
1582894324,-210.4305229719644,115.01992895984688,60.4364013671875
1582894324,-211.96771538493707,117.9472158675697,60.836181640625
1582894325,-213.2263528609285,122.1042278162619,61.20391845703125
1582894326,-212.65261510324802,123.45740490489429,62.75726318359375
1582894327,-212.32295654991452,123.08526623442128,60.67901611328125
1582894327,-211.71913614683453,122.4454804063557,59.74822998046875
1582894328,-211.1156721826892,121.8432012725668,58.7518310546875
1582894329,-207.45359277822283,121.5398072783889,56.76666259765625
1582894329,-198.17597388727094,121.87499592198748,59.44000244140625
1582894330,-190.0744639605508,122.203275400072,60.1678466796875
1582894330,-181.18981423242974,121.87441551698751,60.677490234375
1582894331,-171.23576208822712,121.51285429990745,61.85699462890625
1582894331,-166.2262132344086,121.01748896777269,62.19573974609375
1582894331,-161.84080744404494,120.51116394649851,62.9876708984375
1582894331,-157.00366279643015,119.77254064468268,63.57208251953125
1582894331,-152.27119516480877,118.9048575247201,63.89251708984375
1582894332,-139.33764086178573,116.58491186561275,64.4342041015625
1582894333,-137.51257921795212,115.62519369198472,63.93524169921875
1582894334,-136.9467118922597,117.19905763655512,66.55517578125
1582894334,-136.13079756125208,118.29929073709098,65.987548828125
1582894335,-132.3582695912429,121.27034892589617,66.6070556640625
1582894335,-131.43596462885316,121.84247901627542,65.68389892578125
1582894336,-132.20699191858057,122.18202294011861,66.93817138671875
1582894336,-131.05824339811787,121.04417230076825,67.305908203125
1582894337,-129.56810123097605,120.02709349258099,66.0791015625
