time,x,y,z
1582963663,0,0,0
1582963682,-0.46675411861987465,-0.5116754326693574,59.19942915439606
1582963682,-0.8535529625456447,-0.9498538014277067,59.91358816623688
1582963682,-1.171726996810263,-1.5332798355685997,60.32315254211426
1582963684,-1.4990724680643364,-5.5186733307195945,61.38353705406189
1582963684,-1.127776864166332,-6.27442783993797,61.02894604206085
1582963684,-2.5564073151348174,-6.918065807570857,62.03358232975006
1582963685,-3.0121205878849886,-7.297030469912002,61.535725593566895
1582963685,-3.4709461889382105,-8.053787111618684,61.02950036525726
1582963686,-3.0019702571635274,-8.535826056975958,58.04874658584595
1582963687,-5.594018531398018,-2.0332796598929326,57.709161043167114
1582963687,-8.959578537918139,3.850700604585264,58.71651530265808
1582963687,-13.048981865020997,11.163156521610343,59.30335283279419
1582963687,-17.94193633460656,19.46371240998153,59.907734990119934
1582963688,-28.692014236716727,38.47727641888112,59.43310618400574
1582963688,-35.459432203533,49.33217398671478,58.69672358036041
1582963688,-41.77624905971246,59.606260258798,58.05462956428528
1582963689,-47.006992569799095,67.53686100085184,57.26121723651886
1582963689,-50.20602163889446,72.55087070695234,55.891064405441284
1582963689,-52.30649076164613,75.45728389298438,54.966256618499756
1582963689,-53.58757754586723,76.57658677450978,54.64723467826843
1582963690,-53.113647538411215,74.36128643011605,55.14486789703369
1582963690,-52.388849960101396,72.03161271303931,55.630842447280884
1582963691,-52.85355334550706,69.94401552623684,58.13299775123596
1582963691,-54.70690817019992,73.47324028217895,59.19203817844391
1582963691,-58.51019324827327,80.96988308301943,58.75478446483612
1582963692,-69.81878848190333,101.16563020062553,58.363196849823
1582963692,-76.78648495421427,113.76109932744986,58.061785101890564
1582963692,-90.81743383795745,138.86275457601695,57.7188378572464
1582963693,-100.76780509266142,155.74039188021322,58.24528396129608
1582963693,-105.65440853810352,165.15089398501243,58.77918064594269
1582963693,-104.97639189475957,164.79880206660732,57.4709153175354
1582963693,-102.93635553671864,161.0624455195497,54.46832239627838
1582963694,-99.2995837826232,153.06751095673474,54.02770400047302
1582963694,-93.42211388940034,141.77069707733693,54.715434312820435
1582963694,-86.50411322777272,128.54440643523844,56.35276198387146
1582963694,-78.62236866578793,113.66524168320795,58.83933365345001
1582963694,-71.00979569511499,100.33443755880643,60.24822652339935
1582963695,-65.06308628716886,87.74233954513129,62.59140133857727
1582963695,-60.52244320702282,76.81113951380674,64.58484292030334
1582963695,-57.14976667657742,67.66579120033173,66.90975189208984
1582963695,-54.51549901921861,60.44439988910257,68.18349123001099
1582963696,-51.18076115145807,49.43245319695867,67.07615613937378
1582963696,-48.36787490730229,42.962741959978,64.98056411743164
1582963696,-44.804057160082806,35.435843100727276,62.85216271877289
1582963697,-39.143228931489666,24.073597388378385,60.496500730514526
1582963697,-35.56470492194872,16.23804248510625,60.815245509147644
1582963697,-37.97895093175102,18.56070330573309,62.96585559844971
1582963698,-42.2872451797748,26.633392144286617,61.75507068634033
1582963698,-45.34986359675694,31.060741112541532,61.02816820144653
1582963698,-50.396940196982236,35.00068739873525,59.86383020877838
1582963698,-54.79328990872793,38.66045032818806,61.17292106151581
1582963699,-68.92417183275462,46.63780703099682,60.86691975593567
1582963699,-78.69681401371527,52.38897300865537,60.00654458999634
1582963699,-88.68869973852233,58.56520198973993,59.32888746261597
1582963700,-97.39971568323718,63.22630462743271,59.00259077548981
1582963700,-112.40528643666454,72.19934162102798,59.59997236728668
1582963700,-122.7714886225338,78.10413974884789,60.365906953811646
1582963701,-128.794797388403,80.99415054851043,60.05531907081604
1582963701,-129.4952829043762,80.42392845651194,59.09399449825287
1582963701,-129.920536496659,79.83195236816005,59.48519468307495
1582963702,-136.11250985458165,79.24574389970526,59.040400981903076
1582963702,-151.27858644569568,79.66680350660178,58.552149534225464
1582963703,-184.13710611372608,80.38008929994321,58.88504445552826
1582963704,-197.40986678998775,78.45543190573149,57.94483780860901
1582963704,-197.85452841237836,77.60373702206381,56.025362610816956
1582963704,-196.85035747815348,75.86114288896577,55.2828973531723
1582963704,-194.4415350617322,74.1639887559927,55.60503363609314
1582963705,-195.7635858677615,91.28814135217316,58.22938144207001
1582963706,-198.33327389855424,101.418114582968,59.586471915245056
1582963706,-201.67514166559894,113.60142519119725,61.05554461479187
1582963706,-205.24856798060426,126.45627924637698,62.09319293498993
